"Project_category","Species","SampleID","Project","Model","Groups","Drug","Drug_batch","Dosage","Dosage_unit","Gender","Birth_date","Arrival_date","Arrival_age_week","Collection_date","Age_week","Strain","Cage_num","Source","Feed_site","Batch1","Comment","Time_Point","Subject_add_X","Bacteria_16s","X16s_lab","Metagenome","Metagenome_lab","Metabolism","Metabolism_lab","Immunity","Path"
"tumor","mice","E2758_C","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time3","E2758_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2688_C","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time3","E2688_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2661_C","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time3","E2661_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2687_C","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time3","E2687_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2757_C","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time3","E2757_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2730_C","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time3","E2730_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2712_C","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time3","E2712_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2779_C","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time3","E2779_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2693_C","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2693_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2756_C","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2756_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2738_C","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2738_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2737_C","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2737_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2724_C","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2724_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2752_C","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2752_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2663_C","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2663_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2774_C","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2774_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2665_C","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2665_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2673_C","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2673_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2739_C","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2739_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2677_C","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2677_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2766_C","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2766_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2720_C","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2720_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2662_C","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2662_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2690_C","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","time3","E2690_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2723_C","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time3","E2723_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2747_C","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time3","E2747_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2682_C","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time3","E2682_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2775_C","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time3","E2775_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2771_C","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time3","E2771_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2711_C","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time3","E2711_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2672_C","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time3","E2672_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2764_C","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/7/30",10,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time3","E2764_C","y","Fengyuan","","","","",NA,NA
"tumor","mice","18047_B","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/8/5",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time2","X18047_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18068_B","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/8/5",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time2","X18068_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18072_B","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/8/5",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time2","X18072_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18074_B","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/8/5",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time2","X18074_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18092_B","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/8/5",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time2","X18092_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18130_B","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/8/5",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time2","X18130_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18062_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time2","X18062_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18070_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time2","X18070_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18076_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time2","X18076_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18077_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time2","X18077_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18088_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time2","X18088_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18122_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time2","X18122_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18109_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time2","X18109_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18027_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time2","X18027_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18033_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time2","X18033_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18049_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time2","X18049_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18101_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time2","X18101_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18127_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time2","X18127_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18051_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time2","X18051_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18021_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time2","X18021_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18048_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time2","X18048_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18100_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time2","X18100_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18112_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time2","X18112_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","18135_B","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/8/5",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time2","X18135_B","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2723_D","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time4","E2723_D","","","","","","",NA,NA
"tumor","mice","E2747_D","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time4","E2747_D","","","","","","",NA,NA
"tumor","mice","E2682_D","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time4","E2682_D","","","","","","",NA,NA
"tumor","mice","E2775_D","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time4","E2775_D","","","","","","",NA,NA
"tumor","mice","E2771_D","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time4","E2771_D","","","","","","",NA,NA
"tumor","mice","E2711_D","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time4","E2711_D","","","","","","",NA,NA
"tumor","mice","E2672_D","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time4","E2672_D","","","","","","",NA,NA
"tumor","mice","E2764_D","ONC-2020-026","CT26","GV00920190230mpk","GV009","GV009201902","30","mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time4","E2764_D","","","","","","",NA,NA
"tumor","mice","E2743_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/17",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time4","E2743_D","","","","","","",NA,NA
"tumor","mice","E2769_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/17",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time4","E2769_D","","","","","","",NA,NA
"tumor","mice","E2751_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/17",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time4","E2751_D","","","","","","",NA,NA
"tumor","mice","E2728_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/17",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time4","E2728_D","","","","","","",NA,NA
"tumor","mice","E2714_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/17",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time4","E2714_D","","","","","","",NA,NA
"tumor","mice","E2754_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/17",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time4","E2754_D","","","","","","",NA,NA
"tumor","mice","E2722_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/22",9,"BALB/c","11","Lingchang","Pengli","20200828-16s","给药第2次","time4","E2722_D","","","","","","",NA,NA
"tumor","mice","E2676_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/22",9,"BALB/c","11","Lingchang","Pengli","20200828-16s","给药第2次","time4","E2676_D","","","","","","",NA,NA
"tumor","mice","E2732_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/22",9,"BALB/c","11","Lingchang","Pengli","20200828-16s","给药第2次","time4","E2732_D","","","","","","",NA,NA
"tumor","mice","E2713_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/22",9,"BALB/c","11","Lingchang","Pengli","20200828-16s","给药第2次","time4","E2713_D","","","","","","",NA,NA
"tumor","mice","E2669_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/22",9,"BALB/c","11","Lingchang","Pengli","20200828-16s","给药第2次","time4","E2669_D","","","","","","",NA,NA
"tumor","mice","E2727_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/22",9,"BALB/c","11","Lingchang","Pengli","20200828-16s","给药第2次","time4","E2727_D","","","","","","",NA,NA
"tumor","mice","E2685_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/29",10,"BALB/c","12","Lingchang","Pengli","20200828-16s","给药第2次","time4","E2685_D","","","","","","",NA,NA
"tumor","mice","E2760_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/29",10,"BALB/c","12","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2760_D","","","","","","",NA,NA
"tumor","mice","E2742_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/29",10,"BALB/c","12","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2742_D","","","","","","",NA,NA
"tumor","mice","E2777_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/29",10,"BALB/c","12","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2777_D","","","","","","",NA,NA
"tumor","mice","E2726_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/29",10,"BALB/c","12","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2726_D","","","","","","",NA,NA
"tumor","mice","E2680_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/29",10,"BALB/c","12","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2680_D","","","","","","",NA,NA
"tumor","mice","E2758_D","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time4","E2758_D","","","","","","",NA,NA
"tumor","mice","E2688_D","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time4","E2688_D","","","","","","",NA,NA
"tumor","mice","E2661_D","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time4","E2661_D","","","","","","",NA,NA
"tumor","mice","E2687_D","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time4","E2687_D","","","","","","",NA,NA
"tumor","mice","E2757_D","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time4","E2757_D","","","","","","",NA,NA
"tumor","mice","E2730_D","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time4","E2730_D","","","","","","",NA,NA
"tumor","mice","E2712_D","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time4","E2712_D","","","","","","",NA,NA
"tumor","mice","E2779_D","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time4","E2779_D","","","","","","",NA,NA
"tumor","mice","E2693_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2693_D","","","","","","",NA,NA
"tumor","mice","E2756_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2756_D","","","","","","",NA,NA
"tumor","mice","E2738_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2738_D","","","","","","",NA,NA
"tumor","mice","E2737_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2737_D","","","","","","",NA,NA
"tumor","mice","E2724_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2724_D","","","","","","",NA,NA
"tumor","mice","E2752_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2752_D","","","","","","",NA,NA
"tumor","mice","E2663_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2663_D","","","","","","",NA,NA
"tumor","mice","E2774_D","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2774_D","","","","","","",NA,NA
"tumor","mice","E2665_D","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009","CAR-41-01/GV009201902","5月30日","ug/mpk","Female","","2020/6/24",5,"2020/8/6",11,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time4","E2665_D","","","","","","",NA,NA
