"Project_category","Species","SampleID","sampleID_origin","Other_ID","Project","Model","Groups","Category","Pre_or_Post","Time","Drug","Drug_batch","Dosage","Dosage_unit","Gender","Birth_date","Arrival_date","Arrival_age_week","Collection_date","Age_week","Strain","Cage_num","Source","Feed_site","Batch1","Comment","Bacteria_16s","X16s_lab","Metagenome","Metagenome_lab","Metabolism","Metabolism_lab","Immunity","Path"
"GV009","mouse","X17844","17844","17844","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","11","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17832","17832","17832","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","11","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17900","17900","17900","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","11","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17774","17774","17774","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","11","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17935","17935","17935","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","12","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17973","17973","17973","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","12","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17954","17954","17954","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","12","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17766","17766","17766","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","12","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18004","18004","18004","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","12","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17994","17994","17994","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","30","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","12","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17769","17769","17769","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","13","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17794","17794","17794","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","13","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17795","17795","17795","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","13","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17796","17796","17796","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","13","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17859","17859","17859","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","13","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17864","17864","17864","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","13","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17948","17948","17948","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","14","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17957","17957","17957","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","14","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17964","17964","17964","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","14","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17972","17972","17972","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","14","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17996","17996","17996","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","14","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18014","18014","18014","ONC-2020-023","LLC","","GV009201906","post","D-1","GV009","GV009201906","60","mpk","Male",NA,"2020/6/10",7,"2020/7/8",11,"C57BL/6","14","Lingchang","Pengli","20200911-16S","子项目正常给药","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17778","17778","17778","ONC-2020-023","LLC","","surgery",NA,"D-17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/6/23",9,"C57BL/6","15","Lingchang","Pengli","20200919-16S","子项目手术（surgery），接种后第一天（D1）","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17921","17921","17921","ONC-2020-023","LLC","","surgery",NA,"D-17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/6/23",9,"C57BL/6","15","Lingchang","Pengli","20200919-16S","子项目手术（surgery），接种后第一天（D1）","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17922","17922","17922","ONC-2020-023","LLC","","surgery",NA,"D-17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/6/23",9,"C57BL/6","15","Lingchang","Pengli","20200919-16S","子项目手术（surgery），接种后第一天（D1）","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17923","17923","17923","ONC-2020-023","LLC","","surgery",NA,"D-17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/6/23",9,"C57BL/6","15","Lingchang","Pengli","20200919-16S","子项目手术（surgery），接种后第一天（D1）","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17924","17924","17924","ONC-2020-023","LLC","","surgery",NA,"D-17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/6/23",9,"C57BL/6","15","Lingchang","Pengli","20200919-16S","子项目手术（surgery），接种后第一天（D1）","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17925","17925","17925","ONC-2020-023","LLC","","surgery",NA,"D-17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/6/23",9,"C57BL/6","15","Lingchang","Pengli","20200919-16S","子项目手术（surgery），接种后第一天（D1）","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17751","17751","17751","ONC-2020-023","LLC","","surgery",NA,"D-3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/7",11,"C57BL/6","16","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到100mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17755","17755","17755","ONC-2020-023","LLC","","surgery",NA,"D-3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/7",11,"C57BL/6","16","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到100mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17765","17765","17765","ONC-2020-023","LLC","","surgery",NA,"D-3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/7",11,"C57BL/6","16","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到100mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17790","17790","17790","ONC-2020-023","LLC","","surgery",NA,"D-3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/7",11,"C57BL/6","16","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到100mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17908","17908","17908","ONC-2020-023","LLC","","surgery",NA,"D-3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/7",11,"C57BL/6","16","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到100mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17959","17959","17959","ONC-2020-023","LLC","","surgery",NA,"D-3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/7",11,"C57BL/6","16","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到100mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17764","17764","17764","ONC-2020-023","LLC","","surgery",NA,"D-1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/9",11,"C57BL/6","17","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到300mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17779","17779","17779","ONC-2020-023","LLC","","surgery",NA,"D-1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/9",11,"C57BL/6","17","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到300mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17758","17758","17758","ONC-2020-023","LLC","","surgery",NA,"D-1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/9",11,"C57BL/6","17","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到300mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17909","17909","17909","ONC-2020-023","LLC","","surgery",NA,"D-1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/9",11,"C57BL/6","17","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到300mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17926","17926","17926","ONC-2020-023","LLC","","surgery",NA,"D-1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/9",11,"C57BL/6","17","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到300mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17762","17762","17762","ONC-2020-023","LLC","","surgery",NA,"D-1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/9",11,"C57BL/6","17","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤体积长到300mm3，收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17818","17818","17818","ONC-2020-023","LLC","","surgery",NA,"D1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/11",11,"C57BL/6","18","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第一天（P1），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17856","17856","17856","ONC-2020-023","LLC","","surgery",NA,"D1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/11",11,"C57BL/6","18","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第一天（P1），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17885","17885","17885","ONC-2020-023","LLC","","surgery",NA,"D1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/11",11,"C57BL/6","18","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第一天（P1），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17892","17892","17892","ONC-2020-023","LLC","","surgery",NA,"D1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/11",11,"C57BL/6","18","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第一天（P1），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17896","17896","17896","ONC-2020-023","LLC","","surgery",NA,"D1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/11",11,"C57BL/6","18","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第一天（P1），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17898","17898","17898","ONC-2020-023","LLC","","surgery",NA,"D1",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/11",11,"C57BL/6","18","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第一天（P1），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17977","17977","17977","ONC-2020-023","LLC","","surgery",NA,"D3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/13",12,"C57BL/6","19","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第三天（P3），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17806","17806","17806","ONC-2020-023","LLC","","surgery",NA,"D3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/13",12,"C57BL/6","19","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第三天（P3），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17793","17793","17793","ONC-2020-023","LLC","","surgery",NA,"D3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/13",12,"C57BL/6","19","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第三天（P3），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17776","17776","17776","ONC-2020-023","LLC","","surgery",NA,"D3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/13",12,"C57BL/6","19","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第三天（P3），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17852","17852","17852","ONC-2020-023","LLC","","surgery",NA,"D3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/13",12,"C57BL/6","19","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第三天（P3），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17992","17992","17992","ONC-2020-023","LLC","","surgery",NA,"D3",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/13",12,"C57BL/6","19","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第三天（P3），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17820","17820","17820","ONC-2020-023","LLC","","surgery",NA,"D7",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/17",12,"C57BL/6","20","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第七天（P7），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17927","17927","17927","ONC-2020-023","LLC","","surgery",NA,"D7",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/17",12,"C57BL/6","20","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第七天（P7），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17944","17944","17944","ONC-2020-023","LLC","","surgery",NA,"D7",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/17",12,"C57BL/6","20","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第七天（P7），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17986","17986","17986","ONC-2020-023","LLC","","surgery",NA,"D7",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/17",12,"C57BL/6","20","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第七天（P7），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17804","17804","17804","ONC-2020-023","LLC","","surgery",NA,"D7",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/17",12,"C57BL/6","20","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第七天（P7），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17963","17963","17963","ONC-2020-023","LLC","","surgery",NA,"D7",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/17",12,"C57BL/6","20","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第七天（P7），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17976","17976","17976","ONC-2020-023","LLC","","surgery",NA,"D14",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/24",13,"C57BL/6","21","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第十四天（P14），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17798","17798","17798","ONC-2020-023","LLC","","surgery",NA,"D14",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/24",13,"C57BL/6","21","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第十四天（P14），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17836","17836","17836","ONC-2020-023","LLC","","surgery",NA,"D14",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/24",13,"C57BL/6","21","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第十四天（P14），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17777","17777","17777","ONC-2020-023","LLC","","surgery",NA,"D14",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/24",13,"C57BL/6","21","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第十四天（P14），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17995","17995","17995","ONC-2020-023","LLC","","surgery",NA,"D14",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/24",13,"C57BL/6","21","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第十四天（P14），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18013","18013","18013","ONC-2020-023","LLC","","surgery",NA,"D14",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/24",13,"C57BL/6","21","Lingchang","Pengli","20200919-16S","子项目手术（surgery），TIL肿瘤摘除后第十四天（P14），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17791","17791","17791","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","22","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17813","17813","17813","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","25","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17814","17814","17814","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","26","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17853","17853","17853","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","22","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17905","17905","17905","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","27","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17906","17906","17906","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","25","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17931","17931","17931","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","27","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17969","17969","17969","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","26","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17974","17974","17974","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","24","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X17988","17988","17988","ONC-2020-023","LLC","","surgery",NA,"D17",NA,NA,NA,NA,"Male",NA,"2020/6/10",7,"2020/7/27",14,"C57BL/6","25","Lingchang","Pengli","20200919-16S","子项目手术（surgery），肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2773_A","E2773_A","E2773_A","ONC-2020-036","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","1","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2763_A","E2763_A","E2763_A","ONC-2020-036","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","1","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2753_A","E2753_A","E2753_A","ONC-2020-036","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","1","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2715_A","E2715_A","E2715_A","ONC-2020-036","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","1","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2759_A","E2759_A","E2759_A","ONC-2020-036","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","2","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2678_A","E2678_A","E2678_A","ONC-2020-036","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","2","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2708_A","E2708_A","E2708_A","ONC-2020-036","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","2","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2668_A","E2668_A","E2668_A","ONC-2020-036","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","2","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2745_A","E2745_A","E2745_A","ONC-2020-036","CT26","GV00920190260mpk","GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","3","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2666_A","E2666_A","E2666_A","ONC-2020-036","CT26","GV00920190260mpk","GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","3","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2772_A","E2772_A","E2772_A","ONC-2020-036","CT26","GV00920190260mpk","GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","3","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2703_A","E2703_A","E2703_A","ONC-2020-036","CT26","GV00920190260mpk","GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/22",9,"BALB/c","3","Lingchang","Pengli","20200919-16S","接种前,术前瘤285mm3","y","Fengyuan","","","","",NA,NA
