Project_category,SampleID,SampleID-AD,Project,Source,Sample_type,Groups,Disease_type,Batch1,Batch2,Comment,Preservation,Subject_add_X,Bacteria_16s,16s_lab,Metagenome,Metagenome_lab,Metabolism,Metabolism_lab,Immunity,Path,Nmr,Sample_facs
971,B201905_624,B201905-624,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_624,y,Meiji,,,,,,,,
971,B201905_626,B201905-626,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_626,y,Meiji,,,,,,,,
971,B201905_637,B201905-637,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_637,y,Meiji,,,,,,,,
971,B201905_659,B201905-659,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_659,y,Meiji,,,,,,,,
971,B201905_661,B201905-661,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_661,y,Meiji,,,,,,,,
971,B201905_677,B201905-677,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_677,y,Meiji,,,,,,,,
971,B201905_680,B201905-680,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_680,y,Meiji,,,,,,,,
971,B201905_393,B201905-393,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_393,y,Meiji,,,,,,,,
971,B201905_441,B201905-441,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_441,y,Meiji,,,,,,,,
971,B201905_731,B201905-731,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_731,y,Meiji,,,,,,,,
971,B201905_734,B201905-734,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_734,y,Meiji,,,,,,,,
971,B201905_742,B201905-742,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_742,y,Meiji,,,,,,,,
971,B201905_744,B201905-744,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_744,y,Meiji,,,,,,,,
971,B201905_746,B201905-746,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_746,y,Meiji,,,,,,,,
971,B201905_747,B201905-747,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_747,y,Meiji,,,,,,,,
971,B201905_750,B201905-750,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_750,y,Meiji,,,,,,,,
971,B201905_751,B201905-751,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_751,y,Meiji,,,,,,,,
971,B201905_757,B201905-757,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_757,y,Meiji,,,,,,,,
971,B201905_758,B201905-758,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_758,y,Meiji,,,,,,,,
971,B201905_760,B201905-760,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_760,y,Meiji,,,,,,,,
971,B201905_763,B201905-763,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_763,y,Meiji,,,,,,,,
971,B201905_765,B201905-765,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_765,y,Meiji,,,,,,,,
971,B201905_773,B201905-773,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_773,y,Meiji,,,,,,,,
971,B201905_775,B201905-775,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_775,y,Meiji,,,,,,,,
971,B201905_784,B201905-784,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_784,y,Meiji,,,,,,,,
971,B201905_787,B201905-787,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_787,y,Meiji,,,,,,,,
971,B201905_791,B201905-791,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_791,y,Meiji,,,,,,,,
971,B201905_794,B201905-794,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_794,y,Meiji,,,,,,,,
971,B201905_803,B201905-803,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_803,y,Meiji,,,,,,,,
971,B201905_814,B201905-814,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_814,y,Meiji,,,,,,,,
971,B201905_818,B201905-818,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_818,y,Meiji,,,,,,,,
971,B201905_839,B201905-839,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_839,y,Meiji,,,,,,,,
971,B201905_848,B201905-848,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_848,y,Meiji,,,,,,,,
971,B201905_850,B201905-850,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_850,y,Meiji,,,,,,,,
971,B201905_855,B201905-855,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_855,y,Meiji,,,,,,,,
971,B201905_885,B201905-885,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_885,y,Meiji,,,,,,,,
971,B201905_889,B201905-889,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_889,y,Meiji,,,,,,,,
971,B201905_896,B201905-896,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_896,y,Meiji,,,,,,,,
971,B201905_903,B201905-903,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_903,y,Meiji,,,,,,,,
971,B201905_904,B201905-904,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_904,y,Meiji,,,,,,,,
971,B201905_908,B201905-908,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_908,y,Meiji,,,,,,,,
971,B201905_910,B201905-910,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_910,y,Meiji,,,,,,,,
971,B201905_914,B201905-914,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_914,y,Meiji,,,,,,,,
971,B201905_915,B201905-915,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_915,y,Meiji,,,,,,,,
971,B201905_1165,B201905-1165,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1165,y,Meiji,,,,,,,,
971,B201905_1170,B201905-1170,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1170,y,Meiji,,,,,,,,
971,B201905_1212,B201905-1212,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1212,y,Meiji,,,,,,,,
971,B201905_223,B201905-223,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_223,y,Meiji,,,,,,,,
971,B201905_225,B201905-225,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_225,y,Meiji,,,,,,,,
971,B201905_236,B201905-236,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_236,y,Meiji,,,,,,,,
971,B201905_243,B201905-243,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_243,y,Meiji,,,,,,,,
971,B201905_246,B201905-246,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_246,y,Meiji,,,,,,,,
971,B201905_253,B201905-253,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_253,y,Meiji,,,,,,,,
971,B201905_255,B201905-255,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_255,y,Meiji,,,,,,,,
971,B201905_258,B201905-258,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_258,y,Meiji,,,,,,,,
971,B201905_277,B201905-277,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_277,y,Meiji,,,,,,,,
971,B201905_280,B201905-280,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_280,y,Meiji,,,,,,,,
971,B201905_289,B201905-289,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_289,y,Meiji,,,,,,,,
971,B201905_293,B201905-293,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_293,y,Meiji,,,,,,,,
971,B201905_298,B201905-298,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_298,y,Meiji,,,,,,,,
971,B201905_299,B201905-299,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_299,y,Meiji,,,,,,,,
971,B201905_300,B201905-300,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_300,y,Meiji,,,,,,,,
971,B201905_303,B201905-303,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_303,y,Meiji,,,,,,,,
971,B201905_314,B201905-314,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_314,y,Meiji,,,,,,,,
971,B201905_318,B201905-318,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_318,y,Meiji,,,,,,,,
971,B201905_331,B201905-331,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_331,y,Meiji,,,,,,,,
971,B201905_340,B201905-340,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_340,y,Meiji,,,,,,,,
971,B201905_352,B201905-352,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_352,y,Meiji,,,,,,,,
971,B201905_466,B201905-466,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_466,y,Meiji,,,,,,,,
971,B201905_468,B201905-468,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_468,y,Meiji,,,,,,,,
971,B201905_470,B201905-470,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_470,y,Meiji,,,,,,,,
971,B201905_490,B201905-490,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_490,y,Meiji,,,,,,,,
971,B201905_502,B201905-502,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_502,y,Meiji,,,,,,,,
971,B201905_518,B201905-518,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_518,y,Meiji,,,,,,,,
971,B201905_529,B201905-529,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_529,y,Meiji,,,,,,,,
971,B201905_537,B201905-537,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_537,y,Meiji,,,,,,,,
971,B201905_540,B201905-540,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_540,y,Meiji,,,,,,,,
971,B201905_544,B201905-544,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_544,y,Meiji,,,,,,,,
971,B201905_562,B201905-562,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_562,y,Meiji,,,,,,,,
971,B201905_594,B201905-594,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_594,y,Meiji,,,,,,,,
971,B201905_596,B201905-596,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_596,y,Meiji,,,,,,,,
971,B201905_639,B201905-639,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_639,y,Meiji,,,,,,,,
971,B201905_648,B201905-648,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_648,y,Meiji,,,,,,,,
971,B201905_667,B201905-667,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_667,y,Meiji,,,,,,,,
971,B201905_678,B201905-678,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_678,y,Meiji,,,,,,,,
971,B201905_711,B201905-711,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_711,y,Meiji,,,,,,,,
971,B201905_712,B201905-712,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_712,y,Meiji,,,,,,,,
971,B201905_247,B201905-247,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_247,y,Meiji,,,,,,,,
971,B201905_259,B201905-259,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_259,y,Meiji,,,,,,,,
971,B201905_262,B201905-262,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_262,y,Meiji,,,,,,,,
971,B201905_263,B201905-263,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_263,y,Meiji,,,,,,,,
971,B201905_268,B201905-268,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_268,y,Meiji,,,,,,,,
971,B201905_272,B201905-272,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_272,y,Meiji,,,,,,,,
971,B201905_274,B201905-274,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_274,y,Meiji,,,,,,,,
971,B201905_287,B201905-287,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_287,y,Meiji,,,,,,,,
971,B201905_288,B201905-288,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_288,y,Meiji,,,,,,,,
971,B201905_292,B201905-292,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_292,y,Meiji,,,,,,,,
971,B201905_319,B201905-319,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_319,y,Meiji,,,,,,,,
971,B201905_323,B201905-323,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_323,y,Meiji,,,,,,,,
971,B201905_326,B201905-326,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_326,y,Meiji,,,,,,,,
971,B201905_327,B201905-327,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_327,y,Meiji,,,,,,,,
971,B201905_333,B201905-333,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_333,y,Meiji,,,,,,,,
971,B201905_336,B201905-336,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_336,y,Meiji,,,,,,,,
971,B201905_337,B201905-337,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_337,y,Meiji,,,,,,,,
971,B201905_355,B201905-355,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_355,y,Meiji,,,,,,,,
971,B201905_357,B201905-357,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_357,y,Meiji,,,,,,,,
971,B201905_368,B201905-368,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_368,y,Meiji,,,,,,,,
971,B201905_232,B201905-232,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_232,y,Meiji,,,,,,,,
971,B201905_234,B201905-234,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_234,y,Meiji,,,,,,,,
971,B201905_240,B201905-240,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_240,y,Meiji,,,,,,,,
971,B201905_279,B201905-279,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_279,y,Meiji,,,,,,,,
971,B201905_284,B201905-284,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_284,y,Meiji,,,,,,,,
971,B201905_380,B201905-380,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_380,y,Meiji,,,,,,,,
971,B201905_398,B201905-398,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_398,y,Meiji,,,,,,,,
971,B201905_440,B201905-440,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_440,y,Meiji,,,,,,,,
971,B201905_450,B201905-450,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_450,y,Meiji,,,,,,,,
971,B201905_472,B201905-472,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_472,y,Meiji,,,,,,,,
971,B201905_473,B201905-473,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_473,y,Meiji,,,,,,,,
971,B201905_479,B201905-479,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_479,y,Meiji,,,,,,,,
971,B201905_484,B201905-484,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_484,y,Meiji,,,,,,,,
971,B201905_485,B201905-485,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_485,y,Meiji,,,,,,,,
971,B201905_1171,B201905-1171,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1171,y,Meiji,,,,,,,,
971,B201905_1178,B201905-1178,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1178,y,Meiji,,,,,,,,
971,B201905_1184,B201905-1184,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1184,y,Meiji,,,,,,,,
971,B201905_1187,B201905-1187,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1187,y,Meiji,,,,,,,,
971,B201905_1191,B201905-1191,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1191,y,Meiji,,,,,,,,
971,B201905_1196,B201905-1196,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1196,y,Meiji,,,,,,,,
971,B201905_1197,B201905-1197,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1197,y,Meiji,,,,,,,,
971,B201905_1204,B201905-1204,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1204,y,Meiji,,,,,,,,
971,B201905_1206,B201905-1206,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1206,y,Meiji,,,,,,,,
971,B201905_1209,B201905-1209,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1209,y,Meiji,,,,,,,,
971,B201905_1214,B201905-1214,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1214,y,Meiji,,,,,,,,
971,B201905_1219,B201905-1219,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1219,y,Meiji,,,,,,,,
971,B201905_1220,B201905-1220,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1220,y,Meiji,,,,,,,,
971,B201905_126,B201905-126,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_126,y,Meiji,,,,,,,,
971,B201905_152,B201905-152,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_152,y,Meiji,,,,,,,,
971,B201905_169,B201905-169,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_169,y,Meiji,,,,,,,,
971,B201905_206,B201905-206,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_206,y,Meiji,,,,,,,,
971,B201905_887,B201905-887,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_887,y,Meiji,,,,,,,,
971,B201905_922,B201905-922,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_922,y,Meiji,,,,,,,,
971,B201905_932,B201905-932,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_932,y,Meiji,,,,,,,,
971,B201905_971,B201905-971,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_971,y,Meiji,,,,,,,,
971,B201905_987,B201905-987,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_987,y,Meiji,,,,,,,,
971,B201905_1007,B201905-1007,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1007,y,Meiji,,,,,,,,
971,B201905_1017,B201905-1017,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1017,y,Meiji,,,,,,,,
971,B201905_1025,B201905-1025,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1025,y,Meiji,,,,,,,,
971,B201905_1027,B201905-1027,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1027,y,Meiji,,,,,,,,
971,B201905_1037,B201905-1037,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1037,y,Meiji,,,,,,,,
971,B201905_1038,B201905-1038,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1038,y,Meiji,,,,,,,,
971,B201905_1193,B201905-1193,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1193,y,Meiji,,,,,,,,
971,B201905_1202,B201905-1202,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1202,y,Meiji,,,,,,,,
971,B201905_1205,B201905-1205,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1205,y,Meiji,,,,,,,,
971,B201905_1207,B201905-1207,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1207,y,Meiji,,,,,,,,
971,B201905_1210,B201905-1210,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_1210,y,Meiji,,,,,,,,
971,B201905_222,B201905-222,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_222,y,Meiji,,,,,,,,
971,B201905_248,B201905-248,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_248,y,Meiji,,,,,,,,
971,B201905_249,B201905-249,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_249,y,Meiji,,,,,,,,
971,B201905_273,B201905-273,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_273,y,Meiji,,,,,,,,
971,B201905_283,B201905-283,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_283,y,Meiji,,,,,,,,
971,B201905_285,B201905-285,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_285,y,Meiji,,,,,,,,
971,B201905_304,B201905-304,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_304,y,Meiji,,,,,,,,
971,B201905_306,B201905-306,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_306,y,Meiji,,,,,,,,
971,B201905_312,B201905-312,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_312,y,Meiji,,,,,,,,
971,B201905_321,B201905-321,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_321,y,Meiji,,,,,,,,
971,B201905_324,B201905-324,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_324,y,Meiji,,,,,,,,
971,B201905_328,B201905-328,H16,Beijin,Feces,,,H16_MJ20190627044_MJ-M-20190812068_583samples,,,RNAlater,B201905_328,y,Meiji,,,,,,,,
